****************************************************************
*       Calculation started on: Fri May 31 10:40:21 2024       *
****************************************************************
Timestep     Number of nodes      Mean crossing time     Crossed probability
     464              108603     69.5722878059960124      0.9604852547941855
     465              109064     69.6228993451431108      0.9605941886755830
     466              109537     69.6612144825795383      0.9606764904535304
     467              110000     69.7115220966495883      0.9607843062300500
     468              110475     69.7496586076778442      0.9608658740025983
     469              110940     69.7996657708719397      0.9609725886285124
     470              111417     69.8376252799999122      0.9610534321062104
     471              111884     69.8873354106471254      0.9611590622009903
     472              112363     69.9251195212706023      0.9612391909260926
     473              112832     69.9745359829419442      0.9613437527824366
     474              113313     70.0121462776837404      0.9614231761324671
     475              113784     70.0612723802828725      0.9615266857241006
     476              114267     70.0987104213291161      0.9616054129153321
     477              114740     70.1475494221564588      0.9617078859045910
     478              115225     70.1848167515849752      0.9617859259954326
     479              115700     70.2333718563773743      0.9618873777406448
     480              116187     70.2704699964815802      0.9619647396349457
     481              116664     70.3187443604296334      0.9620651851975967
     482              117153     70.3556748140345292      0.9621418776478733
     483              117632     70.4036715427737079      0.9622413317995923
     484              118123     70.4404357935472092      0.9623173634101775
     485              118604     70.4881579441294264      0.9624158406395126
     486              119097     70.5247574568888069      0.9624912198696250
     487              119580     70.5722080387303379      0.9625887343886469
     488              120075     70.6086442597410553      0.9626634695553807
     489              120560     70.6558262355484601      0.9627600353061080
     490              121057     70.6921005928191732      0.9628341345873607
     491              121544     70.7390168794948124      0.9629297652480043
     492              122043     70.7751307830655776      0.9630032366853282
     493              122532     70.8217842525932895      0.9630979456763721
     494              123033     70.8577390948205164      0.9631707971777622
     495              123524     70.9041325751298075      0.9632645976678774
     496              124027     70.9399297309638257      0.9633368370104834
     497              124520     70.9860660067762694      0.9634297419222876
     498              125025     71.0217068340354842      0.9635013767550705
     499              125520     71.0675886476912808      0.9635933987707309
     500              126027     71.1030744873304172      0.9636644366170509
     501              126524     71.1487045395957409      0.9637555881837442
     502              127033     71.1840367159691425      0.9638260364438870
     503              127532     71.2294176668279704      0.9639163297791046
     504              128043     71.2645974879494304      0.9639861957327599
     505              128544     71.3097319573745665      0.9640756428294867
     506              129057     71.3447607151709633      0.9641449336381486
     507              129560     71.3896512838800561      0.9642335462698867
     508              130075     71.4245302544408389      0.9643022689792143
     509              130580     71.4691794646350615      0.9643900587048998
     510              131097     71.5039099084577003      0.9644582202470086
     511              131604     71.5483202645447989      0.9645451984157768
     512              132123     71.5829034267755731      0.9646128056114950
     513              132632     71.6270773960751796      0.9646989833673388
     514              133153     71.6615145067449646      0.9647660429283945
     515              133664     71.7054545201807230      0.9648514312146922
     516              134187     71.7397467944379343      0.9649179497458545
     517              134700     71.7834552472129133      0.9650025593097807
     518              135225     71.8176038855510512      0.9650685433109579
     519              135740     71.8610831378095156      0.9651523847077911
